date,channel,campaign,impressions,clicks,sessions,spend
2026-06-26,Google Ads,Restaurant Operations,600,24,21,53.81
2026-06-22,Direct,Brand Direct,126,126,126,0.0
2025-11-25,Meta Ads,Awareness Video,6933,84,74,47.42
2026-03-06,Meta Ads,Retargeting,1622,22,20,22.23
2026-04-15,LinkedIn Ads,SMB Growth,886,6,5,36.11
2026-06-15,Google Ads,High Intent Search,911,40,36,88.25
2026-03-19,Google Ads,Competitor Search,358,17,15,54.09
2026-02-25,Organic Search,SEO Comparison,1812,58,58,0.0
2026-05-28,Referral,Partner Network,22,22,22,21.45
2026-01-30,google ads,Competitor Search,347,17,16,48.77
2026-01-18,Email,Lead Nurture,553,21,21,6.5
2026-01-31,Organic Search,SEO Guides,2906,93,93,0.0
2026-03-28,Meta Ads,Lead Magnet,2981,34,31,25.78
2026-06-05,Meta Ads,Awareness Video,9376,105,96,57.95
2026-05-02,Referral,Industry Events,14,14,14,0.0
2026-01-01,Organic Search,SEO Product Pages,2312,74,74,0.0
2025-11-04,Google Ads,High Intent Search,1029,47,44,94.56
2025-12-26,Direct,Demo Page Direct,10,10,10,0.0
2025-12-13,Google Ads,High Intent Search,941,41,36,82.72
2026-02-25,Direct,Brand Direct,119,119,119,0.0
2026-04-15,Referral,Partner Network,22,22,22,14.05
2026-02-17,Email,Reactivation,184,7,7,6.5
2026-01-12,Email,Lead Nurture,368,14,14,6.5
2026-02-24,Meta Ads,Retargeting,2629,30,26,24.59
2025-12-05,Google Ads,High Intent Search,927,41,38,84.22
2026-01-30,Google Ads,High Intent Search,757,35,31,91.29
2026-03-28,LinkedIn Ads,Decision Makers,807,6,5,46.38
2026-06-30,Direct,Demo Page Direct,36,36,36,0.0
2026-05-26,Referral,Partner Network,29,29,29,19.7
2026-03-23,Organic Search,SEO Product Pages,4281,137,137,0.0
2026-04-19,Organic Search,SEO Guides,3156,101,101,0.0
2026-01-29,LinkedIn Ads,SMB Growth,756,6,5,36.61
2026-02-08,LinkedIn Ads,Decision Makers,712,5,5,35.9
2026-05-13,Email,Lead Nurture,895,34,34,6.5
2026-05-26,Meta Ads,Awareness Video,9795,120,111,67.81
2026-03-30,Referral,Industry Events,9,9,9,0.0
2025-11-12,Referral,Partner Network,18,18,18,16.08
2026-06-14,LinkedIn Ads,SMB Growth,695,5,4,28.17
2026-03-16,Email,Lead Nurture,711,27,27,6.5
2026-01-17,Meta Ads,Awareness Video,6102,73,63,44.87
2025-12-02,Google Ads,Restaurant Operations,393,19,17,42.55
2025-11-20,Google Ads,High Intent Search,705,35,33,75.61
2026-04-14,Organic Search,SEO Comparison,2188,70,70,0.0
2025-12-22,Referral,Customer Referral,11,11,11,0.0
2026-06-23,Referral,Partner Network,22,22,22,15.53
2026-06-05,Direct,Returning Visitors,65,65,65,0.0
2026-03-11,LinkedIn Ads,Decision Makers,1167,8,7,60.77
2026-06-11,Referral,Customer Referral,15,15,15,0.0
2026-03-06,LinkedIn Ads,Decision Makers,1689,11,10,74.49
2026-04-25,Email,Reactivation,553,21,21,6.5
2026-01-20,Google Ads,Competitor Search,371,15,13,44.93
2026-02-07,LinkedIn Ads,Operations Leaders,432,3,3,23.54
2026-01-09,Referral,Partner Network,26,26,26,14.88
2026-02-09,Referral,Partner Network,15,15,15,16.37
2026-05-16,LinkedIn Ads,Decision Makers,907,7,6,47.83
2026-05-28,Google Ads,Competitor Search,352,17,16,48.81
2026-06-08,Google Ads,Competitor Search,479,22,21,61.1
2026-05-21,LinkedIn Ads,Decision Makers,1121,8,7,68.09
2026-02-13,Direct,Brand Direct,101,101,101,0.0
2026-05-15,Google Ads,High Intent Search,1091,53,48,123.68
2026-03-08,Organic Search,SEO Product Pages,3656,117,117,0.0
2026-01-29,Google Ads,Restaurant Operations,454,18,16,39.18
2026-04-19,Direct,Demo Page Direct,32,32,32,0.0
2025-11-13,Google Ads,High Intent Search,980,48,43,95.17
2026-01-24,Google Ads,Restaurant Operations,378,15,13,36.21
2026-03-18,Referral,Industry Events,10,10,10,0.0
2026-01-05,Organic Search,SEO Product Pages,4375,140,140,0.0
2026-06-04,LinkedIn Ads,SMB Growth,1078,7,6,41.76
2026-02-24,Google Ads,High Intent Search,861,38,33,85.5
2026-06-25,Referral,Industry Events,11,11,11,0.0
2025-12-21,LinkedIn Ads,Operations Leaders,581,4,3,24.97
2026-03-05,Referral,Customer Referral,25,25,25,0.0
2025-11-07,Referral,Partner Network,11,11,11,14.36
2026-05-24,Email,Newsletter,500,19,19,6.5
2026-02-15,Email,Newsletter,763,29,29,6.5
2026-02-12,Meta Ads,Lead Magnet,4122,53,48,36.72
2026-05-10,Organic Search,SEO Comparison,969,31,31,0.0
2026-06-12,Email,Newsletter,1158,44,44,6.5
2025-12-29,Direct,Brand Direct,61,61,61,0.0
2026-01-17,Organic Search,SEO Guides,2438,78,78,0.0
2026-06-18,Email,Newsletter,789,30,30,6.5
2026-04-07,Referral,Industry Events,11,11,11,0.0
2025-11-16,Referral,Partner Network,20,20,20,9.68
2025-12-23,Direct,Returning Visitors,22,22,22,0.0
2025-11-13,Direct,Returning Visitors,40,40,40,0.0
2026-04-23,Referral,Partner Network,17,17,17,14.98
2026-02-23,LinkedIn Ads,Operations Leaders,814,6,6,38.23
2026-06-04,Email,Newsletter,1026,39,39,6.5
2026-02-03,Direct,Brand Direct,94,94,94,0.0
2026-02-26,Meta Ads,Awareness Video,9642,103,95,67.64
2026-04-14,Google Ads,Competitor Search,528,23,21,65.06
2026-02-22,Direct,Demo Page Direct,16,16,16,0.0
2026-04-13,Direct,Brand Direct,124,124,124,0.0
2025-12-08,Google Ads,High Intent Search,872,40,37,91.75
2026-04-07,Email,Lead Nurture,895,34,34,6.5
2026-03-09,Direct,Brand Direct,107,107,107,0.0
2026-03-06,Meta Ads,Lead Magnet,3718,40,36,26.27
2026-06-09,Organic Search,SEO Product Pages,4750,152,152,0.0
2026-04-02,Referral,Partner Network,19,19,19,15.66
2026-02-06,Google Ads,Competitor Search,377,15,14,43.69
2026-06-16,Organic Search,SEO Product Pages,5031,161,161,0.0
2026-06-12,Meta Ads,Retargeting,2397,28,26,22.84
2026-06-22,Referral,Partner Network,15,15,15,18.18
2026-06-05,Meta Ads,Lead Magnet,3947,52,46,37.09
2026-02-15,Meta Ads,Retargeting,1544,16,14,14.91
2026-05-09,Email,Newsletter,789,30,30,6.5
2026-04-08,Email,Reactivation,632,24,24,6.5
2026-06-25,Meta Ads,Lead Magnet,4530,49,44,35.73
2026-02-20,meta ads,Awareness Video,8816,98,90,62.15
2026-01-27,Referral,Partner Network,17,17,17,14.66
2026-05-27,Referral,Industry Events,9,9,9,0.0
2026-05-08,Referral,Partner Network,30,30,30,21.45
2026-03-31,Referral,Customer Referral,13,13,13,0.0
2026-06-20,Organic Search,SEO Product Pages,3156,101,101,0.0
2026-04-10,Referral,Partner Network,18,18,18,16.33
2026-01-15,Email,Newsletter,816,31,31,6.5
2026-04-11,Email,Reactivation,289,11,11,6.5
2026-01-30,Email,Newsletter,895,34,34,6.5
2026-01-07,Direct,Brand Direct,92,92,92,0.0
2026-01-28,Google Ads,High Intent Search,1037,45,42,104.24
2025-11-08,Meta Ads,Awareness Video,6552,70,66,40.72
2026-01-03,Google Ads,Competitor Search,126,6,5,18.42
2026-03-19,Organic Search,SEO Product Pages,4062,130,130,0.0
2026-03-26,Google Ads,Restaurant Operations,513,21,20,42.43
2026-05-16,Meta Ads,Lead Magnet,2632,36,32,28.36
2026-06-11,Google Ads,Competitor Search,377,19,17,57.28
2026-05-20,Referral,Partner Network,22,22,22,16.41
2026-04-25,Direct,Demo Page Direct,13,13,13,0.0
2026-03-07,LinkedIn Ads,Operations Leaders,574,4,4,26.64
2026-02-09,Email,Lead Nurture,553,21,21,6.5
2025-11-30,Organic Search,SEO Product Pages,2438,78,78,0.0
2026-02-24,Organic Search,SEO Guides,3531,113,113,0.0
2026-01-22,LinkedIn Ads,Decision Makers,1135,8,7,48.97
2025-11-18,Google Ads,Restaurant Operations,376,17,15,36.24
2026-04-03,Email,Newsletter,684,26,26,6.5
2026-01-16,Google Ads,Restaurant Operations,524,26,23,50.08
2026-06-16,LinkedIn Ads,Decision Makers,1602,11,10,78.95
2025-11-28,Google Ads,High Intent Search,1426,53,47,119.72
2026-03-26,Google Ads,Competitor Search,340,17,16,50.31
2026-02-14,Referral,Partner Network,12,12,12,11.82
2026-03-29,Meta Ads,Lead Magnet,3056,34,31,27.5
2026-06-27,Direct,Demo Page Direct,24,24,24,0.0
2026-01-25,Google Ads,High Intent Search,581,27,25,58.96
2026-06-27,Email,Newsletter,579,22,22,6.5
2026-03-05,Email,Newsletter,974,37,37,6.5
2026-06-19,Direct,Brand Direct,115,115,115,0.0
2026-05-02,Email,Lead Nurture,658,25,25,6.5
2026-01-07,LinkedIn Ads,Decision Makers,1115,8,8,62.38
2026-02-24,Email,Newsletter,895,34,34,6.5
2025-11-15,Referral,Customer Referral,7,7,7,0.0
2026-05-16,Organic Search,SEO Guides,2375,76,76,0.0
2026-02-23,Google Ads,Restaurant Operations,545,21,18,41.0
2026-06-28,Google Ads,High Intent Search,849,35,31,91.4
2026-06-27,Organic Search,SEO Guides,2531,81,81,0.0
2026-06-13,Referral,Partner Network,15,15,15,11.09
2026-03-10,Organic Search,SEO Product Pages,3688,118,118,0.0
2026-02-01,Google Ads,High Intent Search,796,33,29,73.07
2026-04-06,Referral,Partner Network,25,25,25,18.81
2026-03-17,Meta Ads,Lead Magnet,3308,39,36,30.07
2025-12-06,Google Ads,High Intent Search,649,24,22,55.23
2026-04-01,Organic Search,SEO Product Pages,4000,128,128,0.0
2026-01-11,LinkedIn Ads,Operations Leaders,396,3,3,21.91
2026-02-15,Meta Ads,Awareness Video,6804,78,69,48.91
2026-02-26,LinkedIn Ads,Decision Makers,983,7,6,56.35
2025-11-28,Organic Search,SEO Guides,3250,104,104,0.0
2026-06-23,Email,Reactivation,500,19,19,6.5
2026-02-01,LinkedIn Ads,Operations Leaders,422,3,3,23.08
2026-02-16,LinkedIn Ads,Decision Makers,1006,7,6,55.29
2026-06-13,Referral,Customer Referral,14,14,14,0.0
2026-03-20,Google Ads,High Intent Search,805,37,35,89.51
2026-01-13,Referral,Customer Referral,11,11,11,0.0
2025-11-01,Email,Newsletter,737,28,28,6.5
2026-03-21,LinkedIn Ads,Decision Makers,663,5,4,42.8
2026-04-04,Organic Search,SEO Comparison,1250,40,40,0.0
2025-11-05,Google Ads,High Intent Search,686,30,27,68.63
2026-02-27,LinkedIn Ads,SMB Growth,785,6,6,31.97
2026-06-16,Meta Ads,Retargeting,1910,24,22,22.53
2026-03-03,Meta Ads,Retargeting,1926,25,23,22.09
2026-05-31,Organic Search,SEO Product Pages,3438,110,110,0.0
2025-12-07,Google Ads,Competitor Search,200,9,8,28.06
2026-04-01,Organic Search,SEO Comparison,1438,46,46,0.0
2026-04-27,LinkedIn Ads,Operations Leaders,836,6,5,44.07
2025-11-05,GOOGLE ADS ,Competitor Search,354,17,15,52.3
2026-04-23,Email,Newsletter,921,35,35,6.5
2026-01-13,Meta Ads,Awareness Video,9888,111,97,60.77
2026-04-04,Email,Newsletter,526,20,20,6.5
2026-04-27,Direct,Returning Visitors,66,66,66,0.0
2025-12-15,Organic Search,SEO Product Pages,3562,114,114,0.0
2025-11-24,Google Ads,Restaurant Operations,457,21,18,43.24
2026-05-12,Referral,Partner Network,18,18,18,18.52
2026-02-02,Organic Search,SEO Comparison,1625,52,52,0.0
2026-01-26,Organic Search,SEO Product Pages,4375,140,140,0.0
2026-06-18,Organic Search,SEO Guides,4656,149,149,0.0
2026-04-23,Referral,Customer Referral,9,9,9,0.0
2026-05-20,LinkedIn Ads,Operations Leaders,903,6,5,38.6
2026-03-01,Organic Search,SEO Comparison,1469,47,47,0.0
2025-12-10,Organic Search,SEO Product Pages,4438,142,142,0.0
2026-05-07,Direct,Returning Visitors,51,51,51,0.0
2025-11-01,Google Ads,Competitor Search,223,10,9,29.21
2026-05-21,Email,Reactivation,474,18,18,6.5
2026-01-18,Direct,Returning Visitors,35,35,35,0.0
2026-04-16,Direct,Demo Page Direct,29,29,29,0.0
2026-02-04,Organic Search,SEO Product Pages,3938,126,126,0.0
2026-02-03,Email,Reactivation,579,22,22,6.5
2026-06-04,Referral,Partner Network,15,15,15,18.67
2026-02-22,Email,Reactivation,237,9,9,6.5
2026-02-16,Referral,Industry Events,10,10,10,0.0
2026-03-05,Direct,Brand Direct,111,111,111,0.0
2026-03-21,Meta Ads,Retargeting,1301,17,15,15.38
2025-12-27,Direct,Returning Visitors,20,20,20,0.0
2026-02-19,Referral,Customer Referral,11,11,11,0.0
2026-04-02,Google Ads,High Intent Search,896,43,39,100.46
2026-05-18,Referral,Partner Network,20,20,20,16.98
2026-06-17,Meta Ads,Retargeting,2116,26,24,23.62
2026-03-14,Referral,Industry Events,7,7,7,0.0
2026-03-25,Organic Search,SEO Product Pages,4406,141,141,0.0
2026-06-13,Email,Newsletter,737,28,28,6.5
2026-01-02,Organic Search,SEO Guides,2625,84,84,0.0
2026-01-11,Organic Search,SEO Product Pages,3062,98,98,0.0
2026-02-09,Meta Ads,Retargeting,2199,26,23,24.5
2026-02-14,Organic Search,SEO Comparison,1125,36,36,0.0
2026-06-05,Email,Reactivation,421,16,16,6.5
2026-06-10,Google Ads,High Intent Search,1188,53,47,110.79
2025-11-08,Referral,Customer Referral,9,9,9,0.0
2026-05-15,Organic Search,SEO Product Pages,4938,158,158,0.0
2025-11-01,Meta Ads,Lead Magnet,2313,29,25,21.32
2026-06-16,Direct,Returning Visitors,58,58,58,0.0
2026-05-12,Meta Ads,Retargeting,2342,31,29,28.17
2026-01-07,LinkedIn Ads,Operations Leaders,649,5,5,35.56
2026-02-08,Email,Reactivation,289,11,11,6.5
2026-02-15,Referral,Customer Referral,12,12,12,0.0
2026-06-06,Google Ads,Restaurant Operations,427,18,16,39.82
2026-04-14,Email,Reactivation,395,15,15,6.5
2026-03-09,linkedin ads,SMB Growth,886,6,5,34.84
2026-04-21,LinkedIn Ads,SMB Growth,900,6,5,41.18
2026-05-22,Email,Newsletter,1316,50,50,6.5
2025-11-24,Referral,Partner Network,16,16,16,13.43
2026-02-20,Email,Reactivation,421,16,16,6.5
2026-01-15,Google Ads,Competitor Search,481,18,16,55.63
2026-05-05,Google Ads,Restaurant Operations,536,23,21,44.4
2026-06-01,Meta Ads,Lead Magnet,4827,60,53,44.39
2026-01-10,Direct,Returning Visitors,38,38,38,0.0
2026-03-29,Direct,Brand Direct,84,84,84,0.0
2026-04-30,Organic Search,SEO Guides,4281,137,137,0.0
2025-11-30,Google Ads,Restaurant Operations,389,16,14,31.64
2026-01-06,Referral,Partner Network,17,17,17,12.37
2025-11-11,Email,Newsletter,789,30,30,6.5
2026-01-04,Organic Search,SEO Product Pages,3375,108,108,0.0
2026-05-25,Meta Ads,Lead Magnet,5080,64,57,42.66
2025-11-20,Referral,Partner Network,20,20,20,14.63
2026-05-05,Referral,Partner Network,22,22,22,18.72
2026-04-23,Organic Search,SEO Guides,3250,104,104,0.0
2026-03-19,Google Ads,Restaurant Operations,500,20,18,43.74
2026-06-04,Meta Ads,Lead Magnet,6646,62,57,42.98
2026-02-24,LinkedIn Ads,Decision Makers,1591,11,10,70.85
2026-05-06,Email,Reactivation,421,16,16,6.5
2026-03-18,Organic Search,SEO Guides,3812,3852,122,0.0
2026-02-10,Google Ads,Restaurant Operations,656,26,24,48.19
2026-03-03,LinkedIn Ads,SMB Growth,818,6,6,35.03
2025-12-11,Referral,Customer Referral,16,16,16,0.0
2026-01-04,Direct,Returning Visitors,43,43,43,0.0
2026-01-06,Organic Search,SEO Product Pages,4156,133,133,0.0
2026-04-27,Meta Ads,Lead Magnet,5035,53,49,41.21
2026-06-16,Direct,Brand Direct,112,112,112,0.0
2026-04-27,Google Ads,High Intent Search,940,40,35,97.33
2026-05-25,Google Ads,High Intent Search,699,34,29,79.11
2025-11-26,Referral,Customer Referral,10,10,10,0.0
2026-02-04,Email,Reactivation,684,26,26,6.5
2026-05-29,LinkedIn Ads,Decision Makers,1270,9,8,63.03
2026-06-19,Referral,Industry Events,19,19,19,1411.97
2026-02-23,Email,Newsletter,789,30,30,6.5
2026-05-12,Meta Ads,Awareness Video,12089,138,120,71.05
2026-03-29,Referral,Partner Network,11,11,11,13.03
2026-03-08,Organic Search,SEO Guides,2750,88,88,0.0
2026-03-04,LinkedIn Ads,SMB Growth,855,6,6,35.56
2026-03-25,Organic Search,SEO Comparison,1438,46,46,0.0
2026-03-08,Meta Ads,Lead Magnet,2596,29,25,23.42
2026-01-07,Email,Newsletter,1289,49,49,6.5
2026-05-05,LinkedIn Ads,Operations Leaders,739,5,4,34.54
2026-06-10,Direct,Brand Direct,106,106,106,0.0
2026-05-29,Google Ads,Competitor Search,432,20,17,64.08
2026-05-24,Direct,Brand Direct,85,85,85,0.0
2026-04-22,Referral,Partner Network,21,21,21,18.11
2025-11-10,Referral,Partner Network,19,19,19,12.28
2026-06-29,LinkedIn Ads,SMB Growth,1220,8,7,46.65
2026-03-09,Direct,Demo Page Direct,33,33,33,0.0
2025-11-12,Meta Ads,Lead Magnet,3284,44,39,31.41
2026-04-16,Meta Ads,Retargeting,2463,27,23,24.4
2026-02-13,Direct,Returning Visitors,43,43,43,0.0
2026-01-09,Direct,Demo Page Direct,31,31,31,0.0
2026-05-22,Direct,Returning Visitors,51,51,51,0.0
2026-04-29,LinkedIn Ads,Operations Leaders,918,6,5,44.83
2025-11-18,Meta Ads,Awareness Video,7105,75,68,44.41
2025-11-18,Organic Search,SEO Product Pages,4031,129,129,0.0
2026-04-12,Direct,Brand Direct,84,84,84,0.0
2026-05-19,Organic Search,SEO Comparison,1375,44,44,0.0
2026-01-08,Meta Ads,Lead Magnet,3539,45,40,36.52
2026-04-08,Google Ads,High Intent Search,1088,46,42,107.8
2026-06-20,LinkedIn Ads,Decision Makers,1016,7,6,49.95
2026-02-13,LinkedIn Ads,SMB Growth,733,5,4,33.23
2026-04-15,Referral,Customer Referral,15,15,15,0.0
2025-12-26,Meta Ads,Lead Magnet,1518,19,17,13.55
2026-01-19,Meta Ads,Retargeting,1521,20,18,20.8
2026-03-31,Meta Ads,Retargeting,3068,34,31,32.64
2025-12-11,LinkedIn Ads,Operations Leaders,846,7,6,45.1
2025-11-07,Google Ads,High Intent Search,854,34,31,77.85
2026-04-08,Organic Search,SEO Guides,4188,134,134,0.0
2026-01-06,Meta Ads,Lead Magnet,3314,40,37,31.18
2026-06-13,Direct,Returning Visitors,29,29,29,0.0
2026-05-11,Direct,Demo Page Direct,31,31,31,0.0
2025-11-14,Meta Ads,Lead Magnet,3743,47,44,35.97
2026-05-28,Organic Search,SEO Guides,4188,134,134,0.0
2025-11-23,Organic Search,SEO Product Pages,2781,89,89,0.0
2026-03-16,Direct,Demo Page Direct,29,29,29,0.0
2025-12-15,Google Ads,Restaurant Operations,471,23,21,48.48
2026-01-23,Direct,Brand Direct,101,101,101,0.0
2026-02-07,Referral,Partner Network,14,14,14,11.13
2025-11-25,Linkedin Ads,Decision Makers,748,6,6,48.47
2026-05-20,Email,Reactivation,605,23,23,6.5
2026-06-21,Meta Ads,Awareness Video,6834,80,71,46.81
2026-03-17,Direct,Returning Visitors,36,36,36,0.0
2025-12-26,Referral,Customer Referral,7,7,7,0.0
2026-05-15,LinkedIn Ads,Operations Leaders,864,7,6,43.92
2026-02-10,Direct,Demo Page Direct,30,30,30,0.0
2026-05-27,Referral,Partner Network,24,24,24,20.02
2026-06-28,Referral,Partner Network,21,21,21,11.85
2026-06-14,Referral,Industry Events,10,10,10,0.0
2026-06-15,Meta Ads,Lead Magnet,3951,50,46,37.94
2026-03-18,Direct,Brand Direct,120,120,120,0.0
2025-12-18,LinkedIn Ads,Operations Leaders,848,6,5,36.81
2026-04-12,Meta Ads,Lead Magnet,3412,41,39,32.67
2026-05-24,Direct,Returning Visitors,45,45,45,0.0
2026-03-27,Google Ads,Competitor Search,514,22,20,63.32
2026-02-28,Google Ads,High Intent Search,637,30,26,65.29
2026-02-10,Organic Search,SEO Product Pages,4094,131,131,0.0
2026-06-19,LinkedIn Ads,SMB Growth,956,7,6,41.64
2026-05-22,Email,Reactivation,447,17,17,6.5
2026-04-13,Meta Ads,Awareness Video,8092,104,91,64.83
2025-12-23,Referral,Customer Referral,6,6,6,0.0
2026-04-19,Direct,Brand Direct,79,79,79,0.0
2026-05-13,Organic Search,SEO Product Pages,4625,148,148,0.0
2025-11-09,LinkedIn Ads,Decision Makers,748,5,5,37.18
2026-05-25,Google Ads,Competitor Search,464,18,17,57.48
2025-11-02,Organic Search,SEO Guides,2688,86,86,0.0
2026-06-27,LinkedIn Ads,Decision Makers,960,7,6,49.87
2026-02-18,Email,Lead Nurture,842,32,32,6.5
2026-02-23,Referral,Partner Network,18,18,18,15.0
2025-12-06,Email,Lead Nurture,395,15,15,6.5
2026-03-06,Direct,Demo Page Direct,33,33,33,0.0
2026-04-01,Email,Reactivation,421,16,16,6.5
2026-03-27,Organic Search,SEO Comparison,1312,42,42,0.0
2026-04-30,Organic Search,SEO Comparison,2375,76,76,0.0
2026-03-20,Email,Newsletter,895,34,34,6.5
2026-02-15,Organic Search,SEO Guides,3344,107,107,0.0
2026-01-17,Direct,Brand Direct,71,71,71,0.0
2026-01-21,Google Ads,Restaurant Operations,479,22,20,48.52
2026-05-23,Referral,Partner Network,12,12,12,11.06
2026-06-07,Google Ads,High Intent Search,765,32,30,73.06
2026-02-28,Referral,Industry Events,6,6,6,0.0
2026-06-19,LinkedIn Ads,Operations Leaders,942,7,6,45.95
2026-02-12,Direct,Demo Page Direct,26,26,26,0.0
2026-01-26,Direct,Demo Page Direct,25,25,25,0.0
2026-03-20,Organic Search,SEO Comparison,1688,54,54,0.0
2025-11-11,Google Ads,High Intent Search,668,27,24,67.49
2026-05-14,Referral,Partner Network,13,13,13,16.07
2026-02-04,Organic Search,SEO Comparison,1469,47,47,0.0
2026-05-17,Google Ads,Restaurant Operations,447,21,19,45.43
2026-02-27,Google Ads,High Intent Search,783,35,33,84.17
2026-03-27,Meta Ads,Retargeting,2071,25,22,23.55
2026-02-12,Direct,Brand Direct,120,120,120,0.0
2026-04-08,Referral,Industry Events,8,8,8,0.0
2026-05-19,Direct,Demo Page Direct,27,27,27,0.0
2026-03-10,Direct,Returning Visitors,57,57,57,0.0
2026-02-26,Direct,Returning Visitors,46,46,46,0.0
2026-06-26,LinkedIn Ads,SMB Growth,676,5,5,33.8
2025-12-16,Email,Lead Nurture,737,28,28,6.5
2026-05-30,Email,Lead Nurture,579,22,22,6.5
2026-05-10,Google Ads,Restaurant Operations,367,18,16,36.1
2025-12-27,Referral,Partner Network,9,9,9,5.72
2025-12-27,Email,Newsletter,316,12,12,6.5
2026-02-23,Organic Search,SEO Comparison,1844,59,59,0.0
2026-03-22,Direct,Demo Page Direct,20,20,20,0.0
2026-02-06,Referral,Customer Referral,11,11,11,0.0
2025-12-11,Direct,Returning Visitors,47,47,47,0.0
2026-04-17,LinkedIn Ads,SMB Growth,894,6,5,37.07
2026-04-11,Direct,Returning Visitors,41,41,41,0.0
2025-12-17,Meta Ads,Awareness Video,7262,94,85,48.45
2026-05-11,Meta Ads,Lead Magnet,3349,43,39,37.59
2026-06-17,Google Ads,Restaurant Operations,564,26,23,54.64
2026-05-15,Referral,Industry Events,13,13,13,0.0
2026-05-27,Referral,Customer Referral,14,14,14,0.0
2026-01-31,Organic Search,SEO Product Pages,3094,99,99,0.0
2026-03-27,Referral,Industry Events,6,6,6,0.0
2026-05-09,Email,Lead Nurture,553,21,21,6.5
2026-05-17,Email,Lead Nurture,421,16,16,6.5
2025-12-27,Meta Ads,Awareness Video,4432,50,45,28.13
2026-04-01,Meta Ads,Awareness Video,8850,105,91,66.66
2026-01-04,Referral,Customer Referral,8,8,8,0.0
2025-12-23,Referral,Partner Network,15,15,15,9.2
2026-06-18,Organic Search,SEO Comparison,1344,43,43,0.0
2025-12-24,Google Ads,Restaurant Operations,212,10,9,20.45
2026-01-28,LinkedIn Ads,Decision Makers,1021,8,7,55.75
2026-03-24,Meta Ads,Awareness Video,12890,123,112,69.01
2026-06-26,Direct,Demo Page Direct,27,27,27,0.0
2025-11-09,Referral,Customer Referral,10,10,10,0.0
2025-11-05,Organic Search,SEO Product Pages,3688,118,118,0.0
2026-06-10,Meta Ads,Awareness Video,10266,129,113,65.29
2026-06-28,Email,Newsletter,921,35,35,6.5
2026-06-02,Meta Ads,Awareness Video,11646,141,130,71.48
2026-04-20,Meta Ads,Retargeting,2062,28,25,24.9
2026-01-24,Referral,Partner Network,16,16,16,12.45
2026-05-10,LinkedIn Ads,Decision Makers,999,6,5,49.31
2026-04-25,LinkedIn Ads,Operations Leaders,737,5,4,35.13
